received_utc,valid,error,seq_gap,seq,d_pct,v_mv,i_ma,p_mw,mppt,fault,chk,computed_chk,raw_line
2026-07-13T13:32:13.859153+00:00,1,,0,922,25,12280,656,8055,up,0,EC,EC,54.802,-1.945,10.0,discharging,27.4012,50.0,"p3,seq=00922,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=EC,raw=40"
2026-07-13T13:32:14.864320+00:00,1,,0,923,26,12360,648,8009,dn,0,60,60,54.801,-1.991,10.0,discharging,27.4006,50.0,"p3,seq=00923,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=60,raw=44"
2026-07-13T13:32:15.876989+00:00,1,,0,924,25,12280,656,8055,up,0,EA,EA,54.8,-1.945,10.0,discharging,27.4,50.0,"p3,seq=00924,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=EA,raw=40"
2026-07-13T13:32:16.881983+00:00,1,,0,925,23,12200,648,7905,dn,0,45,45,54.799,-2.095,10.0,discharging,27.3994,50.0,"p3,seq=00925,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=45,raw=3C"
2026-07-13T13:32:17.889048+00:00,1,,0,926,25,12280,656,8055,up,0,E8,E8,54.798,-1.945,10.0,discharging,27.3988,50.0,"p3,seq=00926,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=E8,raw=40"
2026-07-13T13:32:18.894461+00:00,1,,0,927,26,12360,648,8009,dn,0,64,64,54.796,-1.991,10.0,discharging,27.3982,50.0,"p3,seq=00927,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=64,raw=44"
2026-07-13T13:32:19.901401+00:00,1,,0,928,25,12280,656,8055,up,0,D6,D6,54.795,-1.945,10.0,discharging,27.3977,50.0,"p3,seq=00928,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=D6,raw=40"
2026-07-13T13:32:20.912884+00:00,1,,0,929,23,12200,648,7905,dn,0,79,79,54.794,-2.095,10.0,discharging,27.397,50.0,"p3,seq=00929,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=79,raw=3C"
2026-07-13T13:32:21.918029+00:00,1,,0,930,25,12280,656,8055,up,0,D4,D4,54.793,-1.945,10.0,discharging,27.3965,50.0,"p3,seq=00930,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=D4,raw=40"
2026-07-13T13:32:22.925599+00:00,1,,0,931,26,12360,648,8009,dn,0,58,58,54.792,-1.991,10.0,discharging,27.3959,50.0,"p3,seq=00931,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=58,raw=44"
2026-07-13T13:32:23.931132+00:00,1,,0,932,25,12280,656,8055,up,0,D2,D2,54.791,-1.945,10.0,discharging,27.3953,50.0,"p3,seq=00932,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=D2,raw=40"
2026-07-13T13:32:24.942808+00:00,1,,0,933,23,12200,648,7905,dn,0,7D,7D,54.789,-2.095,10.0,discharging,27.3947,50.0,"p3,seq=00933,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=7D,raw=3C"
2026-07-13T13:32:25.952495+00:00,1,,0,934,25,12280,656,8055,up,0,D0,D0,54.788,-1.945,10.0,discharging,27.3941,50.0,"p3,seq=00934,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=D0,raw=40"
2026-07-13T13:32:26.954783+00:00,1,,0,935,26,12360,648,8009,dn,0,5C,5C,54.787,-1.991,10.0,discharging,27.3935,50.0,"p3,seq=00935,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=5C,raw=44"
2026-07-13T13:32:27.961620+00:00,1,,0,936,25,12280,656,8055,up,0,DE,DE,54.786,-1.945,10.0,discharging,27.393,50.0,"p3,seq=00936,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=DE,raw=40"
2026-07-13T13:32:28.968106+00:00,1,,0,937,23,12200,648,7905,dn,0,71,71,54.785,-2.095,10.0,discharging,27.3923,50.0,"p3,seq=00937,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=71,raw=3C"
2026-07-13T13:32:29.979891+00:00,1,,0,938,25,12280,656,8055,up,0,DC,DC,54.784,-1.945,10.0,discharging,27.3918,50.0,"p3,seq=00938,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=DC,raw=40"
2026-07-13T13:32:30.985391+00:00,1,,0,939,26,12360,648,8009,dn,0,50,50,54.782,-1.991,10.0,discharging,27.3912,50.0,"p3,seq=00939,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=50,raw=44"
2026-07-13T13:32:31.991433+00:00,1,,0,940,25,12280,656,8055,up,0,DA,DA,54.781,-1.945,10.0,discharging,27.3906,50.0,"p3,seq=00940,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=DA,raw=40"
2026-07-13T13:32:32.998042+00:00,1,,0,941,23,12200,648,7905,dn,0,75,75,54.78,-2.095,10.0,discharging,27.39,50.0,"p3,seq=00941,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=75,raw=3C"
2026-07-13T13:32:34.009756+00:00,1,,0,942,25,12280,656,8055,up,0,D8,D8,54.779,-1.945,10.0,discharging,27.3894,50.0,"p3,seq=00942,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=D8,raw=40"
2026-07-13T13:32:35.021703+00:00,1,,0,943,26,12360,648,8009,dn,0,54,54,54.778,-1.991,10.0,discharging,27.3888,50.0,"p3,seq=00943,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=54,raw=44"
2026-07-13T13:32:36.023055+00:00,1,,0,944,25,12280,656,8055,up,0,C6,C6,54.777,-1.945,10.0,discharging,27.3883,50.0,"p3,seq=00944,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=C6,raw=40"
2026-07-13T13:32:37.027791+00:00,1,,0,945,23,12200,648,7905,dn,0,69,69,54.775,-2.095,10.0,discharging,27.3876,50.0,"p3,seq=00945,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=69,raw=3C"
2026-07-13T13:32:38.034143+00:00,1,,0,946,25,12280,656,8055,up,0,C4,C4,54.774,-1.945,10.0,discharging,27.3871,50.0,"p3,seq=00946,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=C4,raw=40"
2026-07-13T13:32:39.046532+00:00,1,,0,947,26,12360,648,8009,dn,0,48,48,54.773,-1.991,10.0,discharging,27.3865,50.0,"p3,seq=00947,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=48,raw=44"
2026-07-13T13:32:40.051483+00:00,1,,0,948,25,12280,656,8055,up,0,C2,C2,54.772,-1.945,10.0,discharging,27.3859,50.0,"p3,seq=00948,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=C2,raw=40"
2026-07-13T13:32:41.057832+00:00,1,,0,949,23,12200,648,7905,dn,0,6D,6D,54.771,-2.095,10.0,discharging,27.3853,50.0,"p3,seq=00949,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=6D,raw=3C"
2026-07-13T13:32:42.064511+00:00,1,,0,950,25,12280,656,8055,up,0,C0,C0,54.769,-1.945,10.0,discharging,27.3847,50.0,"p3,seq=00950,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=C0,raw=40"
2026-07-13T13:32:43.076777+00:00,1,,0,951,26,12360,648,8009,dn,0,4C,4C,54.768,-1.991,10.0,discharging,27.3841,50.0,"p3,seq=00951,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=4C,raw=44"
2026-07-13T13:32:44.081235+00:00,1,,0,952,25,12280,656,8055,up,0,CE,CE,54.767,-1.945,10.0,discharging,27.3836,50.0,"p3,seq=00952,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=CE,raw=40"
2026-07-13T13:32:45.088476+00:00,1,,0,953,23,12200,648,7905,dn,0,61,61,54.766,-2.095,10.0,discharging,27.3829,50.0,"p3,seq=00953,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=61,raw=3C"
2026-07-13T13:32:46.096868+00:00,1,,0,954,25,12280,656,8055,up,0,CC,CC,54.765,-1.945,10.0,discharging,27.3824,50.0,"p3,seq=00954,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=CC,raw=40"
2026-07-13T13:32:47.101827+00:00,1,,0,955,26,12360,648,8009,dn,0,40,40,54.764,-1.991,10.0,discharging,27.3818,50.0,"p3,seq=00955,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=40,raw=44"
2026-07-13T13:32:48.112457+00:00,1,,0,956,25,12280,656,8055,up,0,CA,CA,54.762,-1.945,10.0,discharging,27.3812,50.0,"p3,seq=00956,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=CA,raw=40"
2026-07-13T13:32:49.117930+00:00,1,,0,957,23,12200,648,7905,dn,0,65,65,54.761,-2.095,10.0,discharging,27.3806,50.0,"p3,seq=00957,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=65,raw=3C"
2026-07-13T13:32:50.124338+00:00,1,,0,958,25,12280,656,8055,up,0,C8,C8,54.76,-1.945,10.0,discharging,27.38,50.0,"p3,seq=00958,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=C8,raw=40"
2026-07-13T13:32:51.131775+00:00,1,,0,959,26,12360,648,8009,dn,0,44,44,54.759,-1.991,10.0,discharging,27.3794,50.0,"p3,seq=00959,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=44,raw=44"
2026-07-13T13:32:52.142455+00:00,1,,0,960,25,12280,656,8055,up,0,B6,B6,54.758,-1.945,10.0,discharging,27.3789,50.0,"p3,seq=00960,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=B6,raw=40"
2026-07-13T13:32:53.149801+00:00,1,,0,961,23,12200,648,7905,dn,0,19,19,54.756,-2.095,10.0,discharging,27.3782,50.0,"p3,seq=00961,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=19,raw=3C"
2026-07-13T13:32:54.154194+00:00,1,,0,962,25,12280,656,8055,up,0,B4,B4,54.755,-1.945,10.0,discharging,27.3777,50.0,"p3,seq=00962,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=B4,raw=40"
2026-07-13T13:32:55.161311+00:00,1,,0,963,26,12360,648,8009,dn,0,38,38,54.754,-1.991,10.0,discharging,27.3771,50.0,"p3,seq=00963,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=38,raw=44"
2026-07-13T13:32:56.167967+00:00,1,,0,964,25,12280,656,8055,up,0,B2,B2,54.753,-1.945,10.0,discharging,27.3765,50.0,"p3,seq=00964,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=B2,raw=40"
2026-07-13T13:32:57.179591+00:00,1,,0,965,23,12200,648,7905,dn,0,1D,1D,54.752,-2.095,10.0,discharging,27.3759,50.0,"p3,seq=00965,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=1D,raw=3C"
2026-07-13T13:32:58.185578+00:00,1,,0,966,25,12280,656,8055,up,0,B0,B0,54.751,-1.945,10.0,discharging,27.3753,50.0,"p3,seq=00966,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=B0,raw=40"
2026-07-13T13:32:59.191172+00:00,1,,0,967,26,12360,648,8009,dn,0,3C,3C,54.749,-1.991,10.0,discharging,27.3747,50.0,"p3,seq=00967,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=3C,raw=44"
2026-07-13T13:33:00.199073+00:00,1,,0,968,25,12280,656,8055,up,0,BE,BE,54.748,-1.945,10.0,discharging,27.3742,50.0,"p3,seq=00968,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=BE,raw=40"
2026-07-13T13:33:01.209299+00:00,1,,0,969,23,12200,648,7905,dn,0,11,11,54.747,-2.095,10.0,discharging,27.3735,50.0,"p3,seq=00969,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=11,raw=3C"
2026-07-13T13:33:02.214337+00:00,1,,0,970,25,12280,656,8055,up,0,BC,BC,54.746,-1.945,10.0,discharging,27.373,50.0,"p3,seq=00970,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=BC,raw=40"
2026-07-13T13:33:03.221207+00:00,1,,0,971,26,12360,648,8009,dn,0,30,30,54.745,-1.991,10.0,discharging,27.3724,50.0,"p3,seq=00971,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=30,raw=44"
2026-07-13T13:33:04.227637+00:00,1,,0,972,25,12280,656,8055,up,0,BA,BA,54.744,-1.945,10.0,discharging,27.3718,50.0,"p3,seq=00972,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=BA,raw=40"
2026-07-13T13:33:05.235382+00:00,1,,0,973,23,12200,648,7905,dn,0,15,15,54.742,-2.095,10.0,discharging,27.3712,50.0,"p3,seq=00973,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=15,raw=3C"
2026-07-13T13:33:06.247155+00:00,1,,0,974,25,12280,656,8055,up,0,B8,B8,54.741,-1.945,10.0,discharging,27.3706,50.0,"p3,seq=00974,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=B8,raw=40"
2026-07-13T13:33:07.251121+00:00,1,,0,975,26,12360,648,8009,dn,0,34,34,54.74,-1.991,10.0,discharging,27.37,50.0,"p3,seq=00975,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=34,raw=44"
2026-07-13T13:33:08.258471+00:00,1,,0,976,25,12280,656,8055,up,0,A6,A6,54.739,-1.945,10.0,discharging,27.3695,50.0,"p3,seq=00976,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=A6,raw=40"
2026-07-13T13:33:09.263836+00:00,1,,0,977,23,12200,648,7905,dn,0,09,09,54.738,-2.095,10.0,discharging,27.3688,50.0,"p3,seq=00977,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=09,raw=3C"
2026-07-13T13:33:10.275438+00:00,1,,0,978,25,12280,656,8055,up,0,A4,A4,54.737,-1.945,10.0,discharging,27.3683,50.0,"p3,seq=00978,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=A4,raw=40"
2026-07-13T13:33:11.280808+00:00,1,,0,979,26,12360,648,8009,dn,0,28,28,54.735,-1.991,10.0,discharging,27.3677,50.0,"p3,seq=00979,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=28,raw=44"
2026-07-13T13:33:12.286995+00:00,1,,0,980,25,12280,656,8055,up,0,A2,A2,54.734,-1.945,10.0,discharging,27.3671,50.0,"p3,seq=00980,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=A2,raw=40"
2026-07-13T13:33:13.294030+00:00,1,,0,981,23,12200,648,7905,dn,0,0D,0D,54.733,-2.095,10.0,discharging,27.3665,50.0,"p3,seq=00981,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=0D,raw=3C"
2026-07-13T13:33:14.301047+00:00,1,,0,982,25,12280,656,8055,up,0,A0,A0,54.732,-1.945,10.0,discharging,27.3659,50.0,"p3,seq=00982,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=A0,raw=40"
2026-07-13T13:33:15.312184+00:00,1,,0,983,26,12360,648,8009,dn,0,2C,2C,54.731,-1.991,10.0,discharging,27.3653,50.0,"p3,seq=00983,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=2C,raw=44"
2026-07-13T13:33:16.321564+00:00,1,,0,984,25,12280,656,8055,up,0,AE,AE,54.73,-1.945,10.0,discharging,27.3648,50.0,"p3,seq=00984,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=AE,raw=40"
2026-07-13T13:33:17.324512+00:00,1,,0,985,23,12200,648,7905,dn,0,01,01,54.728,-2.095,10.0,discharging,27.3641,50.0,"p3,seq=00985,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=01,raw=3C"
2026-07-13T13:33:18.331172+00:00,1,,0,986,25,12280,656,8055,up,0,AC,AC,54.727,-1.945,10.0,discharging,27.3636,50.0,"p3,seq=00986,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=AC,raw=40"
2026-07-13T13:33:19.342626+00:00,1,,0,987,26,12360,648,8009,dn,0,20,20,54.726,-1.991,10.0,discharging,27.363,50.0,"p3,seq=00987,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=20,raw=44"
2026-07-13T13:33:20.349965+00:00,1,,0,988,25,12280,656,8055,up,0,AA,AA,54.725,-1.945,10.0,discharging,27.3624,50.0,"p3,seq=00988,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=AA,raw=40"
2026-07-13T13:33:21.355122+00:00,1,,0,989,23,12200,648,7905,dn,0,05,05,54.724,-2.095,10.0,discharging,27.3618,50.0,"p3,seq=00989,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=05,raw=3C"
2026-07-13T13:33:22.361275+00:00,1,,0,990,25,12280,656,8055,up,0,A8,A8,54.722,-1.945,10.0,discharging,27.3612,50.0,"p3,seq=00990,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=A8,raw=40"
2026-07-13T13:33:23.367739+00:00,1,,0,991,26,12360,648,8009,dn,0,24,24,54.721,-1.991,10.0,discharging,27.3606,50.0,"p3,seq=00991,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=24,raw=44"
2026-07-13T13:33:24.379347+00:00,1,,0,992,25,12280,656,8055,up,0,96,96,54.72,-1.945,10.0,discharging,27.3601,50.0,"p3,seq=00992,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=96,raw=40"
2026-07-13T13:33:25.384627+00:00,1,,0,993,23,12200,648,7905,dn,0,39,39,54.719,-2.095,10.0,discharging,27.3594,50.0,"p3,seq=00993,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=39,raw=3C"
2026-07-13T13:33:41.503583+00:00,1,,,1009,23,12200,648,7905,dn,0,29,29,55.0,-2.095,10.0,discharging,27.5,50.0,"p3,seq=01009,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=29,raw=3C"
2026-07-13T13:33:42.509985+00:00,1,,0,1010,25,12280,656,8055,up,0,84,84,54.999,-1.945,10.0,discharging,27.4994,50.0,"p3,seq=01010,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=84,raw=40"
2026-07-13T13:33:43.517399+00:00,1,,0,1011,26,12360,648,8009,dn,0,08,08,54.998,-1.991,10.0,discharging,27.4988,50.0,"p3,seq=01011,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=08,raw=44"
2026-07-13T13:33:44.523189+00:00,1,,0,1012,25,12280,656,8055,up,0,82,82,54.997,-1.945,10.0,discharging,27.4983,50.0,"p3,seq=01012,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=82,raw=40"
2026-07-13T13:33:45.534255+00:00,1,,0,1013,23,12200,648,7905,dn,0,2D,2D,54.995,-2.095,10.0,discharging,27.4977,50.0,"p3,seq=01013,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=2D,raw=3C"
2026-07-13T13:33:46.539822+00:00,1,,0,1014,25,12280,656,8055,up,0,80,80,54.994,-1.945,10.0,discharging,27.4971,50.0,"p3,seq=01014,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=80,raw=40"
2026-07-13T13:33:47.546910+00:00,1,,0,1015,26,12360,648,8009,dn,0,0C,0C,54.993,-1.991,10.0,discharging,27.4965,50.0,"p3,seq=01015,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=0,chk=0C,raw=44"
2026-07-13T13:33:48.553322+00:00,1,,0,1016,25,12280,656,8055,up,0,8E,8E,54.992,-1.945,10.0,discharging,27.4959,50.0,"p3,seq=01016,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=8E,raw=40"
2026-07-13T13:33:49.559589+00:00,1,,0,1017,23,12200,648,7905,dn,0,21,21,54.991,-2.095,10.0,discharging,27.4953,50.0,"p3,seq=01017,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=21,raw=3C"
2026-07-13T13:33:50.572591+00:00,1,,0,1018,25,12280,656,8055,up,0,8C,8C,54.989,-1.945,10.0,discharging,27.4947,50.0,"p3,seq=01018,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=8C,raw=40"
2026-07-13T13:33:51.577264+00:00,1,,0,1019,26,12360,648,8009,dn,1,01,01,54.988,-1.991,10.0,discharging,27.4941,50.0,"p3,seq=01019,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=dn,f=1,chk=01,raw=44"
2026-07-13T13:33:52.583256+00:00,1,,0,1020,26,12360,648,8009,hd,1,04,04,54.987,-1.991,10.0,discharging,27.4935,50.0,"p3,seq=01020,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=hd,f=1,chk=04,raw=44"
2026-07-13T13:33:53.589634+00:00,1,,0,1021,26,12360,648,8009,hd,0,04,04,54.986,-1.991,10.0,discharging,27.493,50.0,"p3,seq=01021,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=hd,f=0,chk=04,raw=44"
2026-07-13T13:33:54.601490+00:00,1,,0,1022,28,12440,640,7961,dn,0,87,87,54.985,-2.039,10.0,discharging,27.4924,50.0,"p3,seq=01022,d_pct=00028,v_mv=12440,i_ma=00640,p_mw=07961,mppt=dn,f=0,chk=87,raw=48"
2026-07-13T13:33:55.607365+00:00,1,,0,1023,26,12360,648,8009,up,0,07,07,54.984,-1.991,10.0,discharging,27.4918,50.0,"p3,seq=01023,d_pct=00026,v_mv=12360,i_ma=00648,p_mw=08009,mppt=up,f=0,chk=07,raw=44"
2026-07-13T13:33:56.612689+00:00,1,,0,1024,25,12280,656,8055,up,0,71,71,54.982,-1.945,10.0,discharging,27.4912,50.0,"p3,seq=01024,d_pct=00025,v_mv=12280,i_ma=00656,p_mw=08055,mppt=up,f=0,chk=71,raw=40"
2026-07-13T13:33:57.621001+00:00,1,,0,1025,23,12200,648,7905,dn,0,DE,DE,54.981,-2.095,10.0,discharging,27.4906,50.0,"p3,seq=01025,d_pct=00023,v_mv=12200,i_ma=00648,p_mw=07905,mppt=dn,f=0,chk=DE,raw=3C"
2026-07-13T13:33:58.626668+00:00,1,,0,1026,25,12280,624,7662,dn,0,0B,0B,54.98,-2.338,10.0,discharging,27.4899,50.0,"p3,seq=01026,d_pct=00025,v_mv=12280,i_ma=00624,p_mw=07662,mppt=dn,f=0,chk=0B,raw=40"
2026-07-13T13:33:59.637774+00:00,1,,0,1027,23,12200,616,7515,dn,0,85,85,54.978,-2.485,10.0,discharging,27.4892,50.0,"p3,seq=01027,d_pct=00023,v_mv=12200,i_ma=00616,p_mw=07515,mppt=dn,f=0,chk=85,raw=3C"
2026-07-13T13:34:00.644082+00:00,1,,0,1028,25,12280,560,6876,dn,0,78,78,54.977,-3.124,10.0,discharging,27.4883,50.0,"p3,seq=01028,d_pct=00025,v_mv=12280,i_ma=00560,p_mw=06876,mppt=dn,f=0,chk=78,raw=40"
2026-07-13T13:34:01.650454+00:00,1,,0,1029,23,12200,552,6734,dn,0,D1,D1,54.975,-3.266,10.0,discharging,27.4873,50.0,"p3,seq=01029,d_pct=00023,v_mv=12200,i_ma=00552,p_mw=06734,mppt=dn,f=0,chk=D1,raw=3C"
2026-07-13T13:34:02.655473+00:00,1,,0,1030,25,12280,432,5304,dn,0,93,93,54.972,-4.696,10.0,discharging,27.4859,50.0,"p3,seq=01030,d_pct=00025,v_mv=12280,i_ma=00432,p_mw=05304,mppt=dn,f=0,chk=93,raw=40"
2026-07-13T13:34:03.668025+00:00,1,,0,1031,23,12200,424,5172,dn,0,24,24,54.969,-4.828,10.0,discharging,27.4845,50.0,"p3,seq=01031,d_pct=00023,v_mv=12200,i_ma=00424,p_mw=05172,mppt=dn,f=0,chk=24,raw=3C"
2026-07-13T13:34:04.673026+00:00,1,,0,1032,25,12280,432,5304,up,0,9E,9E,54.966,-4.696,10.0,discharging,27.4831,50.0,"p3,seq=01032,d_pct=00025,v_mv=12280,i_ma=00432,p_mw=05304,mppt=up,f=0,chk=9E,raw=40"
2026-07-13T13:34:05.679259+00:00,1,,0,1033,26,12360,440,5438,up,0,B8,B8,54.963,-4.562,10.0,discharging,27.4817,50.0,"p3,seq=01033,d_pct=00026,v_mv=12360,i_ma=00440,p_mw=05438,mppt=up,f=0,chk=B8,raw=44"
2026-07-13T13:34:06.686690+00:00,1,,0,1034,28,12440,448,5573,up,0,E2,E2,54.961,-4.427,10.0,discharging,27.4805,50.0,"p3,seq=01034,d_pct=00028,v_mv=12440,i_ma=00448,p_mw=05573,mppt=up,f=0,chk=E2,raw=48"
2026-07-13T13:34:07.694151+00:00,1,,0,1035,29,12520,456,5709,up,0,15,15,54.958,-4.291,10.0,discharging,27.4792,50.0,"p3,seq=01035,d_pct=00029,v_mv=12520,i_ma=00456,p_mw=05709,mppt=up,f=0,chk=15,raw=4C"
2026-07-13T13:34:08.703908+00:00,1,,0,1036,31,12600,464,5846,up,0,5E,5E,54.956,-4.154,10.0,discharging,27.478,50.0,"p3,seq=01036,d_pct=00031,v_mv=12600,i_ma=00464,p_mw=05846,mppt=up,f=0,chk=5E,raw=50"
2026-07-13T13:34:09.711453+00:00,1,,0,1037,32,12680,472,5984,up,0,6B,6B,54.954,-4.016,10.0,discharging,27.4768,50.0,"p3,seq=01037,d_pct=00032,v_mv=12680,i_ma=00472,p_mw=05984,mppt=up,f=0,chk=6B,raw=54"
